DATE,RAINFALL (mm),Max Temp (°C),Min Temp (°C),Mean Temp (°C),Soil Temp @ 50cm (°C) ,Sunshine Hours,Evaporation (mm)
9-Apr-2017,,34.00,25.00,29.5,31.00,6.30,5.00
10-Apr-2017,,35.00,26.00,30.5,31.00,5.80,5.00
11-Apr-2017,,33.00,23.00,28.0,31.00,6.20,4.00
12-Apr-2017,,34.00,24.00,29.0,31.00,6.40,4.00
13-Apr-2017,,35.00,26.00,30.5,31.00,6.00,5.00
14-Apr-2017,,33.00,22.00,27.5,30.00,1.30,4.00
15-Apr-2017,,32.00,24.00,28.0,31.00,4.80,5.00
16-Apr-2017,53.20,33.00,24.00,28.5,31.00,5.80,6.00
17-Apr-2017,,36.00,22.00,29.0,30.00,6.30,3.00
18-Apr-2017,,34.00,22.00,28.0,32.00,5.20,3.00
19-Apr-2017,3.60,35.00,23.00,29.0,31.00,5.40,5.00
20-Apr-2017,,34.00,23.00,28.5,30.00,5.50,2.00
21-Apr-2017,,30.00,23.00,26.5,31.00,1.80,5.00
22-Apr-2017,15.50,31.00,25.00,28.0,30.00,5.80,3.00
23-Apr-2017,,30.00,23.00,26.5,31.00,6.20,5.00
24-Apr-2017,,29.00,22.00,25.5,29.50,6.30,6.00
25-Apr-2017,,33.00,26.00,29.5,31.00,6.60,6.00
26-Apr-2017,,33.00,23.00,28.0,30.00,4.10,5.00
27-Apr-2017,,33.00,23.00,28.0,30.00,7.80,4.00
28-Apr-2017,,34.00,24.00,29.0,30.00,8.30,5.00
29-Apr-2017,,33.00,24.00,28.5,29.00,1.20,6.00
30-Apr-2017,,34.00,24.00,29.0,30.00,6.80,4.00
1-May-2017,24.30,34.00,22.00,28.0,29.50,8.00,4.00
2-May-2017,,27.00,23.00,25.0,29.50,0.00,5.00
3-May-2017,36.10,32.00,24.00,28.0,29.50,6.80,5.30
4-May-2017,,33.50,23.00,28.3,28.00,7.20,0.00
5-May-2017,25.50,32.00,21.00,26.5,29.50,4.80,1.00
6-May-2017,,31.50,22.00,26.8,29.00,4.30,1.00
7-May-2017,24.30,32.50,21.00,26.8,29.00,6.80,1.00
8-May-2017,,30.00,22.00,26.0,29.00,3.40,1.00
9-May-2017,2.20,33.00,22.00,27.5,29.50,6.00,1.00
10-May-2017,,33.50,23.00,28.3,29.50,6.50,2.00
11-May-2017,5.20,33.00,23.00,28.0,30.00,4.80,4.00
12-May-2017,,32.00,22.50,27.3,29.50,5.30,3.00
13-May-2017,1.50,33.00,23.00,28.0,29.00,3.20,1.00
14-May-2017,,33.00,23.00,28.0,29.00,6.30,2.00
15-May-2017,2.00,33.00,23.00,28.0,30.00,7.10,3.00
16-May-2017,,33.00,25.00,29.0,30.00,3.10,1.00
17-May-2017,,30.00,23.00,26.5,29.00,2.50,3.00
18-May-2017,,32.50,23.50,28.0,29.50,7.70,7.00
19-May-2017,,33.00,24.00,28.5,29.50,6.30,1.00
20-May-2017,14.70,34.00,24.00,29.0,29.50,5.80,2.00
21-May-2017,,33.00,25.00,29.0,29.50,7.10,3.00
22-May-2017,,32.00,25.00,28.5,30.00,6.30,2.00
23-May-2017,,32.00,22.50,27.3,30.00,6.80,5.00
24-May-2017,,34.00,26.00,30.0,30.00,7.30,5.00
25-May-2017,4.20,34.00,25.00,29.5,27.00,2.10,1.00
26-May-2017,,32.00,22.00,27.0,29.00,5.80,1.00
27-May-2017,,32.00,23.00,27.5,29.50,5.70,2.00
28-May-2017,,33.00,23.00,28.0,29.50,6.10,1.00
29-May-2017,,32.00,24.00,28.0,29.50,6.30,2.00
30-May-2017,6.00,33.00,24.00,28.5,29.50,4.10,6.00
31-May-2017,,33.00,22.00,27.5,29.00,5.50,1.00
1-Jun-2017,,32.00,24.00,28.0,29.00,7.40,0.00
2-Jun-2017,,32.00,23.50,27.8,29.00,8.00,1.00
3-Jun-2017,11.80,32.00,23.00,27.5,29.00,2.20,0.50
4-Jun-2017,5.80,30.00,23.00,26.5,29.00,3.60,1.00
5-Jun-2017,,27.00,22.50,24.8,29.00,1.30,1.00
6-Jun-2017,9.30,33.00,24.00,28.5,29.00,5.20,2.00
7-Jun-2017,,32.00,22.50,27.3,29.00,4.30,1.00
8-Jun-2017,,33.00,23.50,28.3,29.00,8.00,2.00
9-Jun-2017,1.30,33.00,24.00,28.5,29.00,6.90,3.00
10-Jun-2017,,34.00,26.00,30.0,29.00,7.10,1.00
11-Jun-2017,,34.00,25.50,29.8,29.50,7.00,1.00
12-Jun-2017,3.60,32.00,23.50,27.8,29.50,6.70,1.00
13-Jun-2017,,32.00,23.50,27.8,29.50,0.50,2.00
14-Jun-2017,0.50,30.00,23.00,26.5,29.00,2.10,1.00
15-Jun-2017,11.50,30.00,25.00,27.5,29.00,0.30,1.00
16-Jun-2017,1.20,31.00,24.00,27.5,29.00,2.60,2.00
17-Jun-2017,,31.00,24.00,27.5,29.00,1.50,2.00
18-Jun-2017,12.20,32.00,25.00,28.5,28.50,3.40,2.00
19-Jun-2017,,31.00,21.00,26.0,29.00,6.20,0.50
20-Jun-2017,21.10,32.00,21.50,26.8,28.00,3.50,0.00
21-Jun-2017,,27.00,22.50,24.8,28.50,1.30,1.00
22-Jun-2017,2.00,33.00,24.00,28.5,29.00,7.10,2.00
23-Jun-2017,,33.00,25.00,29.0,29.00,7.30,3.00
24-Jun-2017,,30.00,24.00,27.0,29.00,0.70,3.00
25-Jun-2017,10.50,31.00,24.00,27.5,29.00,7.10,1.00
26-Jun-2017,,31.50,22.00,26.8,29.00,6.30,1.00
27-Jun-2017,2.80,31.00,23.00,27.0,29.00,1.50,1.00
28-Jun-2017,15.10,31.00,24.00,27.5,29.00,2.60,2.00
29-Jun-2017,,31.50,24.00,27.8,29.00,6.50,3.00
30-Jun-2017,2.30,31.00,23.00,27.0,28.00,1.70,1.00
1-Jul-2017,44.10,31.50,24.00,27.8,29.00,2.40,0.00
2-Jul-2017,,31.00,23.00,27.0,28.50,2.50,1.00
3-Jul-2017,2.00,30.00,24.00,27.0,28.50,2.00,1.00
4-Jul-2017,,30.00,24.00,27.0,28.50,4.30,3.00
5-Jul-2017,1.50,28.00,24.00,26.0,28.00,3.10,1.00
6-Jul-2017,,27.00,23.00,25.0,28.00,0.50,1.00
7-Jul-2017,2.90,26.00,23.00,24.5,28.00,1.80,2.00
8-Jul-2017,,27.00,22.00,24.5,28.00,2.40,2.00
9-Jul-2017,6.40,29.00,23.00,26.0,28.00,1.70,2.00
10-Jul-2017,,30.00,22.00,26.0,28.00,2.50,1.00
11-Jul-2017,,30.00,20.00,25.0,28.00,2.70,0.00
12-Jul-2017,,30.00,21.00,25.5,28.00,7.30,2.00
13-Jul-2017,,30.50,22.50,26.5,28.00,2.60,2.00
14-Jul-2017,,30.00,23.00,26.5,28.50,2.10,3.00
15-Jul-2017,,29.50,23.00,26.3,28.50,2.10,1.00
16-Jul-2017,,29.50,22.00,25.8,28.00,0.50,1.00
17-Jul-2017,,31.00,23.50,27.3,28.00,2.10,2.00
18-Jul-2017,,26.00,23.00,24.5,27.50,0.00,1.00
19-Jul-2017,8.20,28.00,23.00,25.5,27.50,0.30,1.00
20-Jul-2017,12.20,30.00,23.00,26.5,27.50,2.30,1.00
21-Jul-2017,,30.00,23.50,26.8,28.50,2.50,2.00
22-Jul-2017,51.50,30.00,23.00,26.5,27.50,0.50,2.00
23-Jul-2017,8.20,30.00,22.00,26.0,27.00,1.30,1.00
24-Jul-2017,,27.00,23.00,25.0,27.50,0.20,0.00
25-Jul-2017,1.50,27.00,23.00,25.0,27.50,4.10,1.00
26-Jul-2017,,27.00,23.00,25.0,27.50,1.30,1.00
27-Jul-2017,,29.00,22.00,25.5,27.50,1.50,2.00
28-Jul-2017,,30.00,23.00,26.5,28.00,2.10,2.00
29-Jul-2017,17.60,30.00,23.00,26.5,28.50,2.80,2.00
30-Jul-2017,,30.00,23.00,26.5,28.00,1.60,1.00
31-Jul-2017,,30.00,23.00,26.5,27.50,2.30,1.00
1-Aug-2017,7.50,29.50,22.50,26.0,27.50,1.20,0.00
2-Aug-2017,7.30,27.00,23.00,25.0,27.00,2.00,1.00
3-Aug-2017,0.20,27.00,23.00,25.0,27.00,0.50,1.00
4-Aug-2017,21.20,27.00,23.00,25.0,27.50,0.00,1.00
5-Aug-2017,,26.00,21.00,23.5,26.50,1.40,2.00
6-Aug-2017,,27.00,22.00,24.5,27.00,1.30,1.00
7-Aug-2017,,27.50,22.00,24.8,27.00,0.50,2.00
8-Aug-2017,2.10,28.00,22.00,25.0,27.00,0.80,1.00
9-Aug-2017,,28.50,22.00,25.3,27.00,0.30,1.00
10-Aug-2017,,29.00,23.00,26.0,28.00,1.10,2.00
11-Aug-2017,,30.00,22.50,26.3,27.50,1.60,1.00
12-Aug-2017,3.00,29.00,22.00,25.5,27.50,2.70,3.00
13-Aug-2017,1.40,30.00,23.00,26.5,27.50,1.20,2.00
14-Aug-2017,,29.00,23.50,26.3,27.50,1.30,3.00
15-Aug-2017,3.10,27.00,23.00,25.0,27.50,0.40,2.00
16-Aug-2017,,27.50,23.00,25.3,27.50,0.00,1.00
17-Aug-2017,2.00,27.00,22.00,24.5,27.00,0.20,1.00
18-Aug-2017,,27.00,22.00,24.5,27.00,0.00,1.00
19-Aug-2017,,27.50,22.50,25.0,27.00,0.60,2.00
20-Aug-2017,,29.00,21.00,25.0,27.00,3.20,2.00
21-Aug-2017,,28.50,22.00,25.3,27.00,0.80,2.00
22-Aug-2017,,27.00,22.00,24.5,27.00,0.20,1.00
23-Aug-2017,4.10,26.00,22.00,24.0,27.00,0.50,2.00
24-Aug-2017,,30.00,21.00,25.5,27.00,1.30,3.00
25-Aug-2017,,28.00,23.00,25.5,27.00,2.10,2.00
26-Aug-2017,38.60,32.00,21.00,26.5,26.50,5.20,1.00
27-Aug-2017,,29.00,23.00,26.0,26.00,1.50,2.00
28-Aug-2017,,28.00,23.00,25.5,27.00,1.40,1.00
29-Aug-2017,,29.00,24.00,26.5,27.00,2.30,2.00
30-Aug-2017,,28.50,23.00,25.8,27.50,1.20,2.00
31-Aug-2017,,30.00,24.00,27.0,28.00,2.50,3.00
1-Sep-2017,,28.00,22.00,25.0,28.00,0.60,2.00
2-Sep-2017,5.30,29.00,21.00,25.0,27.50,1.00,2.00
3-Sep-2017,,29.00,22.00,25.5,27.00,1.60,1.00
4-Sep-2017,,28.50,23.00,25.8,27.00,2.60,1.00
5-Sep-2017,2.70,29.00,22.00,25.5,28.00,0.50,1.00
6-Sep-2017,,29.00,23.00,26.0,28.00,1.20,1.00
7-Sep-2017,,28.00,22.00,25.0,27.00,0.30,2.00
8-Sep-2017,14.00,29.00,23.00,26.0,27.50,0.40,2.00
9-Sep-2017,5.20,29.00,22.00,25.5,27.50,1.50,4.00
10-Sep-2017,,30.00,23.00,26.5,28.00,3.60,2.00
11-Sep-2017,2.60,31.00,22.00,26.5,28.00,2.70,4.00
12-Sep-2017,,30.00,23.00,26.5,27.50,1.30,1.00
13-Sep-2017,,29.00,22.00,25.5,27.50,2.70,3.00
14-Sep-2017,,29.00,23.00,26.0,27.00,3.00,1.00
15-Sep-2017,,30.00,21.00,25.5,27.00,1.00,2.00
16-Sep-2017,,31.00,21.00,26.0,27.00,3.50,1.00
17-Sep-2017,,31.00,21.50,26.3,28.00,4.20,2.00
18-Sep-2017,,30.00,21.00,25.5,28.00,1.30,1.00
19-Sep-2017,,31.00,23.00,27.0,27.50,2.60,2.00
20-Sep-2017,,31.00,22.00,26.5,28.00,2.50,1.00
21-Sep-2017,,31.00,23.00,27.0,28.00,1.70,2.00
22-Sep-2017,,31.50,22.00,26.8,28.00,3.30,1.00
23-Sep-2017,,31.50,22.00,26.8,28.00,5.80,2.00
24-Sep-2017,12.20,32.00,21.50,26.8,28.00,2.40,1.00
25-Sep-2017,,31.00,22.00,26.5,27.50,1.70,2.00
26-Sep-2017,,31.00,21.00,26.0,28.00,2.60,1.00
27-Sep-2017,,31.00,23.00,27.0,28.00,2.60,1.00
28-Sep-2017,,29.00,22.00,25.5,28.00,1.70,1.00
29-Sep-2017,,29.00,23.00,26.0,28.00,0.60,2.00
30-Sep-2017,8.00,32.00,21.50,26.8,28.00,2.70,2.00
1-Oct-2017,,30.00,22.00,26.0,27.50,2.30,2.00
2-Oct-2017,,33.50,23.00,28.3,29.00,7.60,3.00
3-Oct-2017,,31.00,22.00,26.5,30.00,6.20,3.00
4-Oct-2017,,31.50,22.00,26.8,29.00,6.50,1.00
5-Oct-2017,5.40,31.50,24.00,27.8,28.50,5.30,3.00
6-Oct-2017,,32.00,22.00,27.0,28.00,3.20,4.00
7-Oct-2017,,32.50,24.00,28.3,28.50,5.30,3.00
8-Oct-2017,55.30,31.50,23.00,27.3,29.00,4.00,4.00
9-Oct-2017,4.30,30.00,22.00,26.0,28.00,0.30,3.00
10-Oct-2017,27.20,33.00,24.00,28.5,28.50,5.10,2.00
11-Oct-2017,,32.00,21.00,26.5,28.00,4.30,0.00
12-Oct-2017,,31.00,22.00,26.5,28.00,3.20,2.00
13-Oct-2017,,32.00,22.00,27.0,28.00,4.50,2.00
14-Oct-2017,,33.00,22.00,27.5,28.50,5.80,3.00
15-Oct-2017,,32.50,23.00,27.8,28.50,5.40,2.00
16-Oct-2017,,32.50,24.00,28.3,28.50,5.40,2.00
17-Oct-2017,,33.00,23.00,28.0,28.50,5.70,2.00
18-Oct-2017,,33.00,24.00,28.5,28.50,5.20,0.00
19-Oct-2017,,29.00,24.00,26.5,28.50,0.30,1.00
20-Oct-2017,,29.00,23.00,26.0,28.50,0.10,3.00
21-Oct-2017,,30.00,23.00,26.5,29.00,5.20,2.00
22-Oct-2017,,29.00,23.00,26.0,29.00,2.50,1.00
23-Oct-2017,,32.50,25.00,28.8,29.00,4.30,1.00
24-Oct-2017,,32.00,24.00,28.0,28.30,4.20,2.00
25-Oct-2017,,33.00,25.00,29.0,29.00,5.40,5.00
26-Oct-2017,,29.00,25.00,27.0,28.50,4.60,4.00
27-Oct-2017,,35.00,23.00,29.0,29.00,5.10,5.00
28-Oct-2017,,34.00,25.00,29.5,30.00,5.30,3.00
29-Oct-2017,,32.00,23.50,27.8,29.00,0.50,4.00
30-Oct-2017,,35.00,24.00,29.5,29.50,6.60,2.00
31-Oct-2017,,35.00,25.00,30.0,30.00,5.50,5.00
1-Nov-2017,0.00,33.00,25.00,29.0,30.00,5.80,3.00
2-Nov-2017,0.00,32.50,23.00,27.8,30.00,3.30,4.00
3-Nov-2017,0.00,30.00,22.00,26.0,29.00,1.40,3.00
4-Nov-2017,7.10,34.00,23.00,28.5,29.50,3.60,2.00
5-Nov-2017,0.00,35.00,23.00,29.0,29.00,6.10,0.00
6-Nov-2017,0.00,33.00,23.00,28.0,29.50,5.30,3.00
7-Nov-2017,0.00,33.00,23.00,28.0,29.50,4.30,3.00
8-Nov-2017,0.00,33.50,22.50,28.0,29.50,4.80,2.00
9-Nov-2017,0.00,35.00,28.00,31.5,29.50,6.20,5.00
10-Nov-2017,0.00,36.00,24.50,30.3,30.00,5.30,5.00
11-Nov-2017,0.00,35.00,26.00,30.5,31.00,7.20,5.00
12-Nov-2017,0.00,34.00,26.00,30.0,31.00,6.50,2.00
13-Nov-2017,0.00,33.00,25.00,29.0,30.00,7.20,4.00
14-Nov-2017,0.00,35.50,23.50,29.5,30.50,8.10,4.00
15-Nov-2017,0.00,30.00,24.00,27.0,31.00,5.80,2.00
16-Nov-2017,0.00,34.00,25.50,29.8,31.00,3.30,4.00
17-Nov-2017,0.00,35.00,23.00,29.0,31.00,4.20,4.00
18-Nov-2017,38.50,35.00,23.00,29.0,31.00,7.80,3.00
19-Nov-2017,0.00,35.50,22.50,29.0,30.00,6.30,0.00
20-Nov-2017,0.00,35.50,22.50,29.0,30.00,7.10,3.00
21-Nov-2017,0.00,34.00,21.50,27.8,29.50,7.20,2.00
22-Nov-2017,0.00,35.00,25.00,30.0,30.00,5.30,3.00
23-Nov-2017,0.00,34.00,24.00,29.0,30.00,6.80,4.00
24-Nov-2017,0.00,35.00,23.00,29.0,30.00,7.00,5.00
25-Nov-2017,0.00,35.00,22.00,28.5,30.00,7.30,4.00
26-Nov-2017,0.00,33.00,22.50,27.8,29.50,6.50,5.00
27-Nov-2017,0.00,35.00,22.50,28.8,29.00,6.80,6.00
28-Nov-2017,0.00,35.50,23.00,29.3,29.50,7.60,6.00
29-Nov-2017,0.00,35.00,22.50,28.8,30.00,6.20,4.00
30-Nov-2017,0.00,36.00,22.50,29.3,30.00,5.80,4.00
1-Dec-2017,0.00,36.00,23.50,29.8,30.00,7.60,5.00
2-Dec-2017,0.00,36.00,23.50,29.8,30.00,6.80,3.00
3-Dec-2017,0.00,35.50,23.50,29.5,29.50,6.70,6.00
4-Dec-2017,0.00,36.00,24.00,30.0,30.00,7.80,5.00
5-Dec-2017,0.00,36.00,24.00,30.0,30.00,7.30,6.00
6-Dec-2017,0.00,35.00,25.00,30.0,30.00,8.10,6.00
7-Dec-2017,0.00,34.00,25.00,29.5,29.50,7.50,3.00
8-Dec-2017,0.00,36.00,22.50,29.3,30.00,8.00,4.00
9-Dec-2017,0.00,37.00,22.50,29.8,30.00,8.30,3.00
10-Dec-2017,0.00,37.00,22.50,29.8,29.00,2.10,3.00
11-Dec-2017,0.00,37.50,22.00,29.8,29.50,0.00,3.00
12-Dec-2017,0.00,35.00,23.00,29.0,30.00,0.00,4.00
13-Dec-2017,0.00,34.00,23.00,28.5,31.50,0.00,4.00
14-Dec-2017,0.00,35.00,23.00,29.0,31.00,2.60,4.00
15-Dec-2017,0.00,36.00,23.00,29.5,30.00,3.20,6.00
16-Dec-2017,0.00,36.00,23.00,29.5,31.00,4.70,4.00
17-Dec-2017,0.00,36.50,25.00,30.8,31.00,5.80,6.00
18-Dec-2017,0.00,36.50,25.00,30.8,31.00,5.30,6.00
19-Dec-2017,0.00,35.00,25.00,30.0,31.00,6.30,5.00
20-Dec-2017,0.00,35.00,24.00,29.5,31.00,5.20,6.00
21-Dec-2017,0.00,35.00,23.00,29.0,31.00,4.20,4.00
22-Dec-2017,0.00,36.00,23.00,29.5,31.00,5.30,4.00
23-Dec-2017,0.00,36.50,17.00,26.8,30.00,2.00,1.00
24-Dec-2017,0.00,35.00,17.00,26.0,29.00,3.10,2.00
25-Dec-2017,0.00,33.00,17.00,25.0,29.00,2.50,2.00
26-Dec-2017,0.00,32.00,17.00,24.5,29.00,1.20,2.00
27-Dec-2017,0.00,30.00,16.00,23.0,28.50,2.00,3.00
28-Dec-2017,0.00,31.00,16.00,23.5,29.00,1.80,3.00
29-Dec-2017,0.00,32.00,18.00,25.0,29.00,2.00,2.00
30-Dec-2017,0.00,32.00,17.00,24.5,29.00,1.70,2.00
31-Dec-2017,0.00,33.00,17.00,25.0,28.00,2.10,3.00
1-Jan-2018,,33.00,17.00,25.0,28.50,1.50,3.00
2-Jan-2018,,33.00,18.00,25.5,29.00,0.50,3.00
3-Jan-2018,,34.00,17.00,25.5,29.00,1.30,3.00
4-Jan-2018,,34.00,19.00,26.5,28.50,1.20,4.00
5-Jan-2018,,33.00,18.00,25.5,28.00,1.30,2.00
6-Jan-2018,,32.00,19.00,25.5,28.00,4.10,3.00
7-Jan-2018,,30.00,21.00,25.5,28.50,3.20,3.00
8-Jan-2018,,36.00,22.00,29.0,29.00,1.80,5.00
9-Jan-2018,,35.00,22.00,28.5,29.50,5.00,3.00
10-Jan-2018,,38.00,23.00,30.5,31.00,4.10,1.00
11-Jan-2018,,35.00,23.00,29.0,30.50,5.20,3.00
12-Jan-2018,,35.00,22.00,28.5,30.50,5.00,3.00
13-Jan-2018,,36.00,23.00,29.5,31.00,5.30,4.00
14-Jan-2018,14.60,36.50,19.00,27.8,31.00,4.60,5.00
15-Jan-2018,,36.50,19.00,27.8,30.50,5.00,2.00
16-Jan-2018,,34.00,23.00,28.5,30.50,4.10,3.00
17-Jan-2018,,35.00,23.00,29.0,31.00,4.50,5.00
18-Jan-2018,,37.00,24.00,30.5,31.50,5.10,6.00
19-Jan-2018,,37.00,23.00,30.0,32.00,5.60,3.00
20-Jan-2018,,35.00,24.00,29.5,31.00,5.20,4.00
21-Jan-2018,,35.00,23.00,29.0,30.00,5.10,4.00
22-Jan-2018,,35.00,21.00,28.0,31.00,5.30,4.00
23-Jan-2018,,36.00,20.00,28.0,30.00,6.00,4.00
24-Jan-2018,,36.00,20.00,28.0,30.00,6.20,0.00
25-Jan-2018,,35.00,21.00,28.0,30.00,5.10,3.00
26-Jan-2018,,35.00,22.00,28.5,30.00,5.30,2.00
27-Jan-2018,,33.50,19.00,26.3,29.00,2.20,3.00
28-Jan-2018,,34.00,20.00,27.0,29.00,2.70,4.00
29-Jan-2018,,35.00,22.00,28.5,30.00,3.90,3.00
30-Jan-2018,,36.00,23.00,29.5,30.00,4.30,5.00
31-Jan-2018,,36.00,20.00,28.0,30.00,3.60,4.00
1-Feb-2018,,36.50,20.00,28.3,30.00,4.10,4.00
2-Feb-2018,,37.50,23.50,30.5,31.00,5.20,4.00
3-Feb-2018,,36.50,23.00,29.8,31.00,5.20,3.00
4-Feb-2018,,37.00,24.00,30.5,31.00,5.60,3.00
5-Feb-2018,,36.00,24.00,30.0,31.00,5.40,4.00
6-Feb-2018,,36.00,25.00,30.5,32.00,6.10,3.00
7-Feb-2018,,37.00,26.00,31.5,33.00,5.30,4.00
8-Feb-2018,,37.00,26.00,31.5,33.00,6.00,5.00
9-Feb-2018,,36.50,26.00,31.3,33.00,5.80,6.00
10-Feb-2018,,33.00,26.00,29.5,32.00,4.60,7.00
11-Feb-2018,,34.00,24.00,29.0,32.00,6.50,8.00
12-Feb-2018,,35.00,23.50,29.3,32.00,6.90,5.00
13-Feb-2018,,35.00,24.00,29.5,32.00,6.80,5.00
14-Feb-2018,,36.00,24.00,30.0,33.00,6.00,7.00
15-Feb-2018,,37.00,24.50,30.8,33.00,5.80,6.00
16-Feb-2018,,37.00,25.00,31.0,33.00,5.10,6.00
17-Feb-2018,,38.00,26.00,32.0,33.00,5.20,6.00
18-Feb-2018,,37.00,24.00,30.5,32.00,6.20,7.00
19-Feb-2018,,37.00,23.00,30.0,32.00,6.70,6.00
20-Feb-2018,,37.00,23.00,30.0,33.00,5.20,5.00
21-Feb-2018,,37.00,24.00,30.5,33.00,5.70,5.00
22-Feb-2018,,36.00,25.00,30.5,33.00,5.80,6.00
23-Feb-2018,,37.00,25.00,31.0,32.00,6.10,5.00
24-Feb-2018,12.70,36.50,22.00,29.3,32.50,4.60,6.00
25-Feb-2018,,36.50,22.00,29.3,32.00,5.80,4.00
26-Feb-2018,1.50,36.00,23.00,29.5,30.50,7.10,2.00
27-Feb-2018,,29.00,22.00,25.5,30.00,0.00,5.00
28-Feb-2018,,25.00,23.00,24.0,30.50,5.30,4.00
1-Mar-2018,,33.50,23.50,28.5,30.00,1.60,5.00
2-Mar-2018,,34.00,24.50,29.3,31.00,5.80,6.00
3-Mar-2018,,37.50,26.00,31.8,32.00,5.70,7.00
4-Mar-2018,,35.00,26.00,30.5,32.00,5.80,6.00
5-Mar-2018,,36.00,24.00,30.0,32.00,6.30,3.00
6-Mar-2018,,37.00,22.00,29.5,32.00,7.10,5.00
7-Mar-2018,,35.00,24.00,29.5,30.00,6.00,5.00
8-Mar-2018,26.40,35.00,22.00,28.5,30.00,6.30,6.00
9-Mar-2018,,35.00,23.00,29.0,30.00,7.10,4.00
10-Mar-2018,5.10,35.00,24.50,29.8,30.50,6.90,4.00
11-Mar-2018,,33.00,25.00,29.0,30.00,7.20,5.00
12-Mar-2018,,34.00,22.00,28.0,30.50,7.50,6.00
13-Mar-2018,,34.00,23.00,28.5,31.00,6.30,4.00
14-Mar-2018,,34.00,22.00,28.0,31.00,6.80,5.00
15-Mar-2018,,36.50,25.00,30.8,31.50,7.30,6.00
16-Mar-2018,,36.00,24.00,30.0,32.00,6.90,5.00
17-Mar-2018,,36.00,25.00,30.5,32.00,7.00,5.00
18-Mar-2018,,36.00,24.00,30.0,31.50,6.40,6.00
19-Mar-2018,,36.50,23.00,29.8,31.50,6.60,6.00
20-Mar-2018,,36.00,25.00,30.5,31.50,6.50,6.00
21-Mar-2018,,35.00,25.50,30.3,32.00,2.70,5.00
22-Mar-2018,,33.00,25.00,29.0,31.50,1.30,3.00
23-Mar-2018,28.50,32.00,25.00,28.5,31.50,2.50,6.00
24-Mar-2018,,35.00,23.00,29.0,30.00,3.50,5.00
25-Mar-2018,,33.00,24.00,28.5,31.00,7.20,4.00
26-Mar-2018,,33.50,25.50,29.5,31.50,3.20,4.00
27-Mar-2018,,35.00,26.00,30.5,31.50,5.10,5.00
28-Mar-2018,,35.00,27.00,31.0,32.00,5.50,2.00
29-Mar-2018,,33.50,26.00,29.8,32.00,2.50,3.00
30-Mar-2018,28.10,34.00,21.50,27.8,31.50,4.40,2.00
31-Mar-2018,,34.00,24.50,29.3,31.00,4.10,2.00
1-Apr-2018,,33.00,26.00,29.5,31.00,2.00,2.00
2-Apr-2018,,32.50,27.00,29.8,31.00,0.00,2.00
3-Apr-2018,,32.00,27.00,29.5,31.00,0.00,2.00
4-Apr-2018,,33.00,26.00,29.5,31.00,0.50,3.00
5-Apr-2018,,33.50,25.50,29.5,31.00,4.60,5.00
6-Apr-2018,5.60,33.00,25.50,29.3,31.50,1.30,4.00
7-Apr-2018,,29.00,22.00,25.5,30.00,5.80,0.00
8-Apr-2018,13.60,30.00,22.00,26.0,29.50,5.30,2.00
9-Apr-2018,1.80,31.00,21.50,26.3,29.50,1.30,3.00
10-Apr-2018,26.50,32.00,22.00,27.0,29.00,4.20,1.00
11-Apr-2018,,31.00,22.00,26.5,29.00,3.30,1.00
12-Apr-2018,,32.50,23.00,27.8,29.50,7.50,1.00
13-Apr-2018,,32.00,24.00,28.0,30.00,7.10,3.00
14-Apr-2018,1.00,33.00,25.00,29.0,30.00,8.30,4.00
15-Apr-2018,,32.00,23.00,27.5,30.00,5.10,3.00
16-Apr-2018,,30.00,25.00,27.5,29.00,7.20,2.00
17-Apr-2018,,32.00,27.00,29.5,30.00,7.40,2.00
18-Apr-2018,10.00,33.00,23.50,28.3,31.00,8.00,2.00
19-Apr-2018,,34.00,26.50,30.3,30.00,5.70,3.00
20-Apr-2018,40.80,34.00,21.50,27.8,28.50,4.20,2.00
21-Apr-2018,,33.00,22.00,27.5,28.50,0.50,0.00
22-Apr-2018,,32.00,23.00,27.5,29.00,8.10,2.00
23-Apr-2018,,32.00,25.00,28.5,30.00,7.20,2.00
24-Apr-2018,,31.50,25.50,28.5,30.00,6.10,3.00
25-Apr-2018,,33.00,25.00,29.0,30.00,1.60,5.00
26-Apr-2018,,30.00,22.50,26.3,29.00,8.40,3.00
27-Apr-2018,,33.00,23.00,28.0,30.00,5.40,0.50
28-Apr-2018,,33.00,24.00,28.5,30.00,6.20,5.00
29-Apr-2018,,33.00,24.00,28.5,30.00,6.30,2.00
30-Apr-2018,,34.00,25.50,29.8,30.50,7.10,6.00
1-May-2018,,34.00,24.00,29.0,30.50,7.40,2.00
2-May-2018,,34.00,25.00,29.5,31.00,4.60,2.00
3-May-2018,46.30,34.00,21.00,27.5,29.50,6.20,3.00
4-May-2018,7.40,32.00,26.00,29.0,29.50,5.70,2.00
5-May-2018,,32.00,22.00,27.0,29.50,5.30,1.00
6-May-2018,,32.00,21.00,26.5,28.50,4.20,2.00
7-May-2018,,31.50,25.50,28.5,30.00,5.60,3.00
8-May-2018,8.70,32.50,22.00,27.3,29.00,4.10,5.00
9-May-2018,,32.00,22.00,27.0,29.00,1.30,1.00
10-May-2018,12.40,31.50,24.00,27.8,29.00,4.60,2.00
11-May-2018,,32.00,23.00,27.5,29.00,4.40,4.00
12-May-2018,,30.00,23.00,26.5,29.00,1.70,2.00
